"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED"
72789,"Arctomelon sp.","",2002
81930,"Astronebris tatafilius","",2002
72763,"Bathybuccinum sp.","",2002
71778,"Beringius sp. A (McLean and Clark)","Baxter Beringius",2002
71779,"Beringius sp. B (McLean and Clark)","two-channeled Beringius",2002
98330,"","brown leafy compound tunicate",2002
72738,"Buccinum bulimuloideum","",2002
40008,"Campanulariidae","campanulariid hydroid",2002
91092,"Esperiopsis flagrum","cheesestick sponge",2002
69910,"Colossendeis sp.","",2002
99987,"Craniella sp.","puffball sponges",2002
71349,"Cranopsis sp.","puncturella",2002
44038,"Crypthelia sp.","",2002
44041,"Cyclohelia sp.","",2002
95015,"Phidolopora pacifica","lattice-work bryozoan",2002
71584,"Lamellaria sp.","",2002
70124,"Leptochiton sp.","",2002
22173,"Lethotremus sp.","",2002
81125,"Lophaster vexator","crested star",2002
91039,"Mycale sp.","",2002
40509,"Phacellophora sp.","",2002
91100,"Geodia starki","pita sponge",2002
40009,"Plumulariidae","plumulariid hydroids",2002
75601,"Pododesmus cepio","abalone jingle",2002
81314,"Pteraster sp. B (Clark 1997)","",2002
65209,"Scalpellum sp.","",2002
40049,"Sertulariidae","Sertulariid hydroid",2002
91096,"","slimy antler sponge",2002
44028,"Stylasteridae","stylasterid corals",2002
39100,"Eumetopias jubatus","Steller sea lion",2002
20121,"Bajacalifornia burragei","sharpchin slickhead",2002
21811,"Cyclothone atraria","black bristlemouth",2002
21812,"Cyclothone pseudopallida","slender bristlemouth",2002
21813,"Cyclothone signata","showy bristlemouth",2002
22917,"Chaenophryne longiceps","",2002
22918,"Chaenophryne melanorhabdus","",2002
22921,"Gigantactis microdontis","",2002
21597,"Kali normani","needletooth swallower",2002
24153,"Lycenchelys ratmanovi","",2002
20179,"Maulisia sp.","",2002
20039,"Podothecus sp.","",2002
24166,"Lycodapus psarostomatus","specklemouth eelpout",2002
23866,"Anoplarchus insignis","slender cockscomb",2002
311,"Centroscyllium nigrum","combtooth dogfish",2003
20576,"Atherinops affinis","topsmelt",2003
20981,"Cryptopsaras couesii","triplewart seadevil",2003
21502,"Amphistichus rhodoterus","redtail surfperch",2003
21503,"Hyperprosopon argenteum","walleye surfperch",2003
21848,"Pachystomias microdon","",2003
23964,"Bathylychnops exilis","javelin spookfish",2003
24167,"Lycodapus pachysoma","stout eelpout",2003
24221,"Pachycara lepinium","scalynape eelpout",2003
26051,"Photonectes margarita","",2003
28001,"Facciolella gilbertii","dogface witch-eel",2003
28002,"Venefica sp.","whipsnout eels",2003
28533,"Howella brodiei","pelagic basslet",2003
44017,"Desmophyllum dianthus","",2003
44019,"Crispatotrochus foxi","cup coral",2003
44022,"Caryophyllia arnoldi","brown cup coral",2003
44079,"Errinopora pourtalesi","",2003
50020,"Spinther alaskensis","yellow sponge worm",2003
60120,"Uschakoviella sp.","",2003
66032,"Heptacarpus maxillipes","Aleutian coastal shrimp",2003
66161,"Spirontocaris arcuata","Rathbun blade shrimp",2003
66164,"Spirontocaris phippsii","punctate blade shrimp",2003
66166,"Spirontocaris spinus","parrot shrimp",2003
66172,"Eualus avinus","beaked eualid",2003
66173,"Eualus townsendi","Townsend eualid",2003
66176,"Eualus butleri","sponge eualid",2003
66302,"Heptacarpus flexus","slenderbeak coastal shrimp",2003
66303,"Heptacarpus moseri","Alaska coastal shrimp",2003
66509,"Crangon alba","stout Crangon",2003
66535,"Metacrangon variabilis","deepsea spinyhead",2003
66604,"Rhynocrangon sharpi","spiked shrimp",2003
70128,"Leptochiton mesogonus","",2003
70123,"Placiphorella rufa","",2003
71090,"Colga pacifica","Pacific Colga",2003
71517,"Euspira monterona","",2003
71716,"Colus martensi","",2003
71913,"Liomesus nassula","basket whelk",2003
72398,"Scabrotrophon scarlatoi","",2003
72396,"Scabrotrophon rossicus","",2003
72397,"Scabrotrophon densicostatus","",2003
72402,"Boreotrophon alaskanus","Alaskan trophon",2003
72405,"Boreotrophon elegantulus","",2003
72542,"Solariella micraulax","fine-groove solarelle",1984
72770,"Columbella sp.","dovesnails",2003
72792,"Arctomelon tamikoae","",2003
72797,"Olivella beatica","beatic dwarf olive",2003
79265,"Dosidicus gigas","Humboldt squid",2003
80628,"Odontaster sp.","",2003
80733,"Ceramaster stellatus","",2003
82772,"Psathyrometra fragilis","",2003
83344,"Ophiacantha diplasia","",2003
85224,"Psolidium bullatum","",2003
91046,"Geodia mesotriaena","soccer ball sponge",2003
91048,"Acanthascus sp.","",2003
91089,"Cladocroce attu","rough hat sponge",2003
68511,"Macroregonia macrochira","giant spider crab",2003
30155,"Sebastes chrysomelas","black and yellow rockfish",2004
30450,"Sebastes rastrelliger","grass rockfish",1984
30045,"Sebastes umbrosus","honeycomb rockfish",2004
30070,"Sebastes atrovirens","kelp rockfish",1984
30315,"Sebastes macdonaldi","Mexican rockfish",2004
30525,"Sebastes serriceps","tree rockfish",2004
74651,"Carditidae","",2003
71235,"Peltodoris lentiginosa","mottled pale sea-lemon",2003
68501,"Oregonia sp.","",2003
22901,"Bertella idiomorpha","",2003
23844,"Chirolophis tarsodes","matcheek warbonnet",2003
42006,"Balticina sp.","",2003
70135,"Tonicella insignis","",2003
71040,"Acteocina sp.","",2003
78023,"Japetella sp.","",2003
82527,"Strongylocentrotus sp. A","",2003
82528,"Strongylocentrotus sp. B","",2003
40513,"Aurelia aurita","",2003
43043,"Urticina lofotensis","spotted red anemone",2003
65102,"Litoscalpellum ursum","",2003
69532,"Pugettia producta","",2003
71897,"Colus virens","",2003
82676,"Brisaster owstoni","",2003
91075,"Polymastia pacifica","orange nipple-ball sponge",2003
66059,"Pandalopsis sp.","",2003
69094,"Pagurus quaylei","",2003
80811,"Astropectinidae","",2003
80159,"Asteriidae","",2003
80165,"Astrometis sp.","",2003
71017,"Acanthodoris brunnea","cedar-scented dorid",2003
41591,"Alaskagorgia aleutiana","",2004
483,"Bathyraja mariposa","butterfly skate",2004
22111,"Idiacanthus sp.","",2004
22218,"Allocareproctus tanix","peach snailfish",2004
22234,"Careproctus sp. cf. gilberti (Orr)","dominator snailfish",2004
24112,"Bothrocara zestum","western eelpout",2004
24183,"Lycodes akuugun","bicolor eelpout",2004
40040,"Tubulariidae","tubulariid hydroids",2004
41584,"Plexauridae","plexaurid corals",2004
43224,"Epizoanthus scotinus","orange zooanthid",2004
65207,"Balanus crenatus","",2004
66034,"Pandalus sp. cf. tridens (CAS)","",2004
66167,"Spirontocaris sp. cf. lamellicornis","",2004
66516,"Crangon sp. cf. communis (CAS)","",2004
66616,"Argis sp. cf. ovifer (CAS)","",2004
66617,"Argis sp. cf. crassa (CAS)","",2004
68575,"Chionoecetes japonicus","Japanese Tanner crab",2004
69199,"Parapagurus sp.","",2004
69905,"Hedgpethia sp.","",2004
71406,"Lottiidae","thumbnails",2004
71639,"Calyptraeidae","slippersnails",2004
72306,"Trichotropis cancellata","",2004
72401,"Boreotrophon beringi","Bering trophon",2004
72408,"Scabrotrophon kamchatkanus","Kamchatka trophon",2004
78022,"Japetella diaphana","",2004
78301,"Opisthoteuthis sp. cf. californiana (Jorgensen)","",2004
78353,"Graneledone sp. cf. boreopacifica (Nesis)","",2004
79253,"Gonatopsis sp. cf. japonica (Kubodera and Okutani)","",2004
97010,"Hemithyrididae","hemithyrid brachiopods",2004
98110,"Polycitoridae","polycitorid tunicates",2004
98308,"Corellidae","corellid tunicates",2004
98304,"Cionidae","cionid tunicates",2004
20577,"Antherinopsis californiensis","jacksmelt",2005
20803,"Batrachoididae","toadfishes",2005
68012,"Cancer anthonyi","yellow cancer crab",2005
81094,"Crossaster sp. B (Clark)","pink rose star",2005
81121,"Lophaster sp. A (Clark)","",2005
81122,"Lophaster sp. B (Clark)","",2005
81317,"Pteraster willsi","",2005
81318,"Pteraster sp. D (Clark)","",2005
81319,"Pteraster sp. E (Clark)","",2005
81323,"Pteraster sp. F (Clark)","",2005
81829,"Leptychaster anomalus","",2005
81909,"Cheiraster sp. A (Clark 2006)","Aleutian fragile sea star",2005
82101,"Anteliaster nannodes","",2005
85080,"Chiridota sp.","",2005
85289,"Synallactes sp.","",2005
91047,"Geodia sp.","",2005
91081,"","yellow papillate sponge",2005
91091,"Neoesperiopsis sp.","",2005
91705,"Geodinella lendenfeldi","calcareous finger sponge",2005
91701,"Staurocalyptus sp.","",2005
22256,"Careproctus staufferi","wry snailfish",2005
40015,"","pussywillow hydroid",2013
41521,"Primnoa pacifica","",2005
42016,"Ptilosarcus sp.","",2005
44021,"Caryophyllia sp. A","",2005
62001,"Arcturidae","",2005
71742,"Japelion sp. A","",2005
71743,"Japelion sp. B","",2005
71767,"Volutopsius sp. A (McLean and Clark)","",2005
71768,"Volutopsius sp. B (McLean and Clark)","",2005
71781,"Beringius incisus","",2005
71782,"Beringius sp. C (McLean and Clark)","",2005
71783,"Beringius sp. D (McLean and Clark)","",2005
71784,"Beringius sp. E (McLean and Clark)","",2005
71785,"Beringius sp. F (McLean and Clark)","",2005
71786,"Beringius sp. G (McLean and Clark)","",2005
71787,"Beringius rotundus","rotund whelk",2005
71788,"Beringius sp. H (McLean and Clark)","",2005
71789,"Beringius sp. I (McLean and Clark)","",2005
71792,"Beringius sp. J (McLean and Clark)","",2005
71793,"Beringius sp. K (McLean and Clark)","",2005
71887,"Neptunea sp. A (McLean and Clark)","",2005
27051,"Synodus lucioceps","California lizardfish",1989
28532,"Howella sherborni","Sherborn cardinalfish",1994
29990,"Eurypharynx pelecanoides","umbrellamouth gulper",1992
29999,"","roundfish unid.",1984
30000,"Scorpaenidae","scorpionfish and rockfish unid.",1984
30010,"Sebastolobus sp.","thornyhead unid.",1984
30020,"Sebastolobus alascanus","shortspine thornyhead",1984
30025,"Sebastolobus macrochir","broadfin thornyhead",1984
23911,"Peprilus simillimus","Pacific pompano",1984
23915,"Icichthys lockingtoni","medusafish",1984
23932,"Trachipterus altivelis","king-of-the-salmon",1984
23944,"Aphanopus arigato","Pacific black scabbardfish",1984
23945,"Lepidopus fitchi","scabbardfish",1989
23950,"Anguilliformes","eel unid.",1984
23952,"","leptocephalus unid.",2010
23960,"Dolichopteryx sp.","",1990
23961,"Dolichopteryx longipes","brownsnout spookfish",1984
23962,"Macropinna microstoma","barreleye",1984
23963,"Bathylychnops sp.","",1993
24001,"Zaprora silenus","prowfish",1984
24100,"Zoarcidae","eelpout unid.",1984
24110,"Bothrocara brunneum","twoline eelpout",1984
24111,"Bothrocara pusillum","Alaska eelpout",1984
24120,"Bothrocara molle","soft eelpout",1984
24130,"Lycenchelys crotalinus","snakehead eelpout",1984
24140,"Lycodes cortezianus","bigfin eelpout",1984
24150,"Lycenchelys sp.","",1984
24151,"Lycenchelys jordani","shortjaw eelpout",1984
24152,"Lycenchelys camchatica","Kamchatka eelpout",1984
24160,"Lycodapus fierasfer","blackmouth eelpout",1984
24170,"Lycodapus mandibularis","pallid eelpout",1984
24180,"Lycodes sp.","",1984
24181,"Lycodes rossi","threespot eelpout",1991
24184,"Lycodes raridens","marbled eelpout",1984
24185,"Lycodes palearis","wattled eelpout",1984
24186,"Lycodes mucosus","saddled eelpout",1984
23620,"Scopelosaurus harryi","scaly paperbone",1984
23621,"Scopelosaurus sp.","",1992
23657,"Alepisaurus ferox","longnose lancetfish",1984
23700,"Platytroctidae","tubeshoulder unid.",1984
23710,"Sagamichthys abei","shining tubeshoulder",1984
23791,"Cryptacanthodes aleutensis","dwarf wrymouth",1990
23792,"Cryptacanthodes giganteus","giant wrymouth",1990
23800,"Stichaeidae","prickleback unid.",1984
23801,"Lumpenus sp.","",1984
23802,"Plectobranchus evides","bluebarred prickleback",1984
23803,"Eumesogrammus praecisus","fourline snakeblenny",1984
23804,"Stichaeus punctatus","Arctic shanny",1984
23805,"Leptoclinus maculatus","daubed shanny",1984
23806,"Anisarchus medius","stout eelblenny",1984
23807,"Lumpenus fabricii","slender eelblenny",1984
23808,"Lumpenus sagitta","snake prickleback",1984
23809,"Acantholumpenus mackayi","pighead prickleback",1984
23836,"Lumpenella longirostris","longsnout prickleback",1984
23840,"Chirolophis sp.","",1991
23841,"Chirolophis decoratus","decorated warbonnet",1984
23843,"Chirolophis snyderi","bearded warbonnet",1989
23850,"Poroclinus rothrocki","whitebarred prickleback",1984
23851,"Chirolophis nugator","mosshead warbonnet",1984
23861,"Bryozoichthys lysimus","nutcracker prickleback",1984
23862,"Bryozoichthys marjorius","pearly prickleback",1984
23863,"Bryozoichthys sp.","",1989
23871,"Pholidae","gunnel unid.",1984
23873,"Pholis laeta","crescent gunnel",1988
23900,"Stromateidae","butterfish unid.",1984
22951,"Paralepididae","barracudina unid.",1984
22952,"Magnisudis atlantica","duckbill barracudina",1984
22955,"Lestidiops ringens","slender barracudina",1984
22956,"Arctozenus risso","ribbon barracudina",1984
23000,"Osmeridae","smelt unid.",1984
23010,"Thaleichthys pacificus","eulachon",1984
23020,"Hypomesus pretiosus","surf smelt",1984
23030,"Allosmerus elongatus","whitebait smelt",1984
23041,"Mallotus villosus","capelin",1984
23055,"Osmerus mordax","rainbow smelt",1984
23060,"Spirinchus starksi","night smelt",1984
23061,"Spirinchus thaleichthys","longfin smelt",1984
23071,"Hypomesus olidus","pond smelt",1984
23201,"Salmonidae","salmon and trouts unid.",1984
23220,"Oncorhynchus tshawytscha","chinook salmon",1984
23225,"Oncorhynchus kisutch","coho salmon",1984
23230,"Oncorhynchus gorbuscha","pink salmon",1984
23235,"Oncorhynchus keta","chum salmon",1984
23240,"Oncorhynchus nerka","sockeye salmon",1984
23250,"Salvelinus alpinus","Arctic char",1984
23252,"Salvelinus malma","Dolly Varden",1984
23260,"Oncorhynchus mykiss","steelhead",1984
23310,"Coregonus laurettae","Bering cisco",1984
23402,"Genyonemus lineatus","white croaker",1984
23500,"Scombridae","mackerel unid.",1987
23524,"Scomber japonicus","chub mackerel",1984
24230,"Lycodapus sp.","",1984
24232,"Lycodapus parviceps","smallhead eelpout",1984
24233,"Lycodapus grossidens","bigtooth eelpout",1984
24393,"Melanostigma pammelas","midwater eelpout",1984
24394,"Puzanovia rubra","coral eelpout",1984
24404,"Gibbonsia metzi","striped kelpfish",1989
25100,"Acipenseridae","sturgeon unid.",1984
25120,"Acipenser medirostris","green sturgeon",1984
26050,"Malacosteinae","loosejaw unid.",1987
26053,"Aristostomias scintillans","shining loosejaw",1984
27020,"Lampris guttatus","opah",1984
27028,"Stylephorus chordatus","tube-eye",1989
27050,"Synodontidae","lizardfish unid.",1989
21373,"Myoxocephalus stelleri","frog sculpin",1984
21375,"Myoxocephalus sp.","",1984
21376,"Megalocottus platycephalus","belligerent sculpin",1984
21377,"Myoxocephalus quadricornis","fourhorn sculpin",1984
21378,"Myoxocephalus scorpioides","Arctic sculpin",1984
21380,"Leptocottus armatus","Pacific staghorn sculpin",1984
21383,"Gilbertidia sigalutes","soft sculpin",1984
21384,"Enophrys sp.","",1984
21386,"Enophrys bison","buffalo sculpin",1984
21387,"Enophrys lucasi","leister sculpin",1984
21388,"Enophrys diceraus","antlered sculpin",1984
21389,"Enophrys taurina","bull sculpin",1989
21390,"Dasycottus setiger","spinyhead sculpin",1984
21393,"Psychrolutes sp.","",1984
21394,"Psychrolutes paradoxus","tadpole sculpin",1984
21239,"Coryphaenoides longifilis","longfin grenadier",1984
21300,"Cottidae","sculpin unid.",1984
21305,"Zesticelus profundorum","flabby sculpin",1984
21308,"Thyriscus anoplus","sponge sculpin",1984
21309,"Icelinus oculatus","frogmouth sculpin",1984
21310,"Icelinus filamentosus","threadfin sculpin",1984
21311,"Icelinus borealis","northern sculpin",1984
21312,"Icelinus tenuis","spotfin sculpin",1984
21313,"Gymnocanthus sp.","",1984
21314,"Gymnocanthus pistilliger","threaded sculpin",1984
21315,"Gymnocanthus tricuspis","Arctic staghorn sculpin",1984
21316,"Gymnocanthus galeatus","armorhead sculpin",1984
21320,"Radulinus asprellus","slim sculpin",1984
21327,"Clinocottus acuticeps","sharpnose sculpin",1984
21329,"Gymnocanthus detrisus","purplegray sculpin",1992
21330,"Scorpaenichthys marmoratus","cabezon",1984
21331,"Artediellus sp.","",1984
21332,"Artediellus miacanthus","bride sculpin",1984
21333,"Artediellus pacificus","hookhorn sculpin",1984
21334,"Artediellus scaber","hamecon",1984
21335,"Artediellus uncinatus","Arctic hookear sculpin",1984
21337,"Bolinia euryptera","broadfin sculpin",1992
21339,"Malacocottus sp.","",1989
95000,"Bryozoa","bryozoan unid.",2010
95010,"","bryozoan sp. A unid.",1984
95020,"Eucratea loricata","feathery bryozoan",1984
95030,"Flustra serrulata","leafy bryozoan",1984
95040,"Myriapora subgracilis","",1984
95050,"Porella compressa","flattened bryozoan",1984
95060,"Escharopsis sarsi","",1989
95070,"Rhamphostomella costata","ribbed bryozoan",1989
95080,"Celleporina ventricosa","coral bryozoan",1989
95100,"Microporina articulata","",1995
97000,"Brachiopoda","lampshell unid.",2010
97100,"Terebratulina sp.","",1984
97110,"Terebratalia transversa","common brachiopod",1984
97115,"Terebratulina unguicula","snakeshead brachiopod",1984
97116,"Laqueus californianus","California lamp shell",1984
98000,"Ascidiacea","tunicate unid.",2010
98001,"Ascidian n. sp. A","cow-eye tunicate",1989
98002,"Ascidian n. sp. B","transparent tunicate",1989
98070,"Thaliacea","salp unid.",2010
98080,"Styela sp.","",1984
98082,"Styela rustica","sea potato",1984
98100,"Boltenia sp.","",1984
98101,"Boltenia villosa","",1984
98105,"Boltenia ovifera","sea onion",1984
98200,"Halocynthia sp.","sea peach unid.",1984
98205,"Halocynthia aurantium","sea peach",1984
98300,"","compound ascidian unid.",1984
98302,"Amaroucium sp.","",1984
98309,"Chelyosoma orientale","",1991
98310,"Aplidium sp. A (Clark 2006)","sea glob",1984
98311,"Aplidium n. sp. A","orange Aplidium",1989
98320,"Synoicum sp.","sea blob",1989
99900,"Molgula sp.","",1984
99902,"Molgula griffithsii","sea grape",1984
99904,"Molgula retortiformis","sea clod",1984
99990,"","invertebrate unid.",1984
99992,"","invertebrate egg unid.",1984
99993,"","empty bivalve shells",1989
99994,"","empty gastropod shells",1989
99999,"","unsorted shab",1989
23942,"Benthodesmus pacificus","North Pacific frostfish",1996
81890,"Benthopectinidae","",1996
80180,"Ampheraster sp.","",1996
79310,"Onychoteuthidae","",1996
23940,"Trichiuridae","",1996
21846,"Stomiiformes","",1996
71501,"Carinariidae","",1996
43090,"Liponema brevicorne","tentacle-shedding anemone",1996
82030,"Zoroasteridae","",1996
81920,"Nearchaster aciculosus","",1996
10262,"Lepidopsetta bilineata","southern rock sole",1996
10260,"Lepidopsetta sp.","rock sole unid.",1996
10261,"Lepidopsetta polyxystra","northern rock sole",1996
24158,"Lycodapus endemoscotus","deepwater eelpout",1996
24165,"Lycodapus dermatinus","looseskin eelpout",1996
24240,"Lycodema barbatum","bearded eelpout",1996
82770,"Florometra serratissima","featherstar crinoid",1996
20995,"Rondeletia loricata","armored redmouth whalefish",1996
23720,"Mirorictus taningi","striped tubeshoulder",1996
22247,"Careproctus oregonensis","Oregon snailfish",1996
22248,"Careproctus microstomus","smallmouth snailfish",1996
22249,"Paraliparis pectoralis","pectoral snailfish",1996
98003,"","sea pickle",1996
44032,"Stylaster brochi","",1996
44081,"Errinopora sp.","",1996
44040,"Cyclohelia lamellata","",1996
44000,"Scleractinia","stony coral unid.",1988
41331,"Anthomastus sp. A","red anthomastus",1996
20990,"Cetomimidae","flabby whalefishes",1984
21000,"Chauliodontinae","viperfish unid.",1984
21010,"Chauliodus macouni","Pacific viperfish",1984
21110,"Clupea pallasii","Pacific herring",1984
21120,"Alosa sapidissima","American shad",1984
21130,"Sardinops sagax","Pacific sardine",1984
21200,"Macrouridae","grenadier unid.",1984
21201,"Nezumia stelgidolepis","California grenadier",1984
21202,"Nezumia liolepis","smooth grenadier",1989
21204,"Caelorinchus scaphopsis","shoulderspot grenadier",1989
80200,"Lethasterias nanimensis","blackspined sea star",1984
80220,"Pedicellaster sp.","",1984
80230,"Pedicellaster magister","majestic sea star",1984
80250,"Stephanasterias albula","",1995
80310,"Pisaster sp.","",1984
80311,"Pisaster brevispinus","giant pink star",1984
80312,"Pisaster ochraceus","purple star",1992
80520,"Poraniopsis inflata","thorny sea star",1984
80540,"Henricia sp.","",1984
80542,"Henricia sanguinolenta","sanguine sea star",1984
80543,"Henricia aspera","ridged blood star",1984
80544,"Henricia leviuscula","blood sea star",1984
80546,"Henricia tumida","tumid sea star",1984
80590,"Leptasterias polaris","",1984
80594,"Leptasterias arctica","",1984
80595,"Leptasterias sp.","",1984
80596,"Leptasterias camtschatica","",1984
80602,"Gephyreaster swifti","Swift sea star",1984
80610,"Pseudarchaster sp.","",1984
80630,"Hippasteria sp.","",1984
80640,"Hippasteria californica","",1984
80650,"Hippasteria phrygiana (=spinosa)","spiny red sea star",1984
80660,"Pseudarchaster parelii","scarlet sea star",1984
80690,"Mediaster sp.","",1984
80710,"Mediaster aequalis","vermilion sea star",1984
80728,"Ceramaster sp.","",1984
80729,"Ceramaster japonicus","red bat star",1984
80730,"Ceramaster patagonicus","orange bat sea star",1984
80731,"Ceramaster arcticus","Arctic bat sea star",1989
80800,"Luidia sp.","",1984
80810,"Luidia foliolata","sand sea star",1984
80910,"Dermasterias imbricata","leather sea star",1984
81060,"Solaster sp.","",1984
81061,"Solaster endeca","northern sun sea star",1984
81062,"Solaster hypothrissus","",1995
81064,"Solaster dawsoni","morning sun sea star",1984
81065,"Solaster stimpsoni","striped sun sea star",1984
81080,"Solaster paxillatus","evening sun sea star",1984
81090,"Crossaster sp.","",1984
81092,"Crossaster borealis","grooved sea star",1984
81095,"Crossaster papposus","rose sea star",1984
78502,"Vampyroteuthis infernalis","vampire squid",1984
79000,"Decapodiformes","squid unid.",1984
79020,"Rossia pacifica","eastern Pacific bobtail",1984
79120,"Doryteuthis opalescens","California market squid",1984
79200,"Gonatus sp.","",1984
79201,"Gonatus onyx","clawed armhook squid",1984
79202,"Gonatus berryi","Berry armhook squid",1984
79203,"Gonatus pyros","fiery armhook squid",1984
79204,"Gonatus californiensis","California armhook squid",1984
79210,"Berryteuthis magister","magistrate armhook squid",1984
79250,"Gonatopsis sp.","",1984
79252,"Gonatopsis borealis","boreopacific armhook squid",1984
79254,"Gonatopsis makko","makko armhook squid",1984
79260,"Ommastrephes bartrami","red flying squid",1984
79302,"Moroteuthis robusta","robust clubhook squid",1984
79311,"Onychoteuthis banksii","common clubhook squid",1984
79312,"Onychoteuthis borealijaponicus","boreal clubhook squid",1984
79351,"Abraliopsis sp.","",1984
79352,"Abraliopsis felis","",1984
79404,"Chiroteuthis calyx","",1984
79442,"Taonius pavo","",1984
79504,"Octopoteuthis deletron","",1984
79510,"Histioteuthis heteropsis","",1984
79512,"Histioteuthis hoylei","",1984
80000,"Asteroidea","sea star unid.",2010
80005,"Ceramaster leptoceramus","",1984
80010,"Evasterias sp.","",1984
80548,"Henricia longispina","",1999
80645,"Hippasteria heathi","",1999
81063,"Solaster hexactis","",1999
81356,"Pteraster pulvillus","",1999
81912,"Nearchaster variabilis","",1999
69120,"Pagurus capillatus","hairy hermit crab",1984
69121,"Elassochirus cavimanus","purple hermit",1984
69122,"Elassochirus gilli","Pacific red hermit",1984
69200,"Parapagurus pliosimanus","",1984
69250,"Lithodidae","stone crab unid.",1988
69260,"Lopholithodes sp.","box crab unid.",1984
69270,"Lopholithodes foraminatus","brown box crab",1984
69280,"Lopholithodes mandtii","red box crab",1984
69285,"Acantholithodes hispidus","fuzzy crab",1984
69290,"Lithodes sp.","",1984
69300,"Lithodes couesi","scarlet king crab",1984
69310,"Lithodes aequispinus","golden king crab",1984
69312,"Dermaturus mandtii","wrinkled crab",1989
69315,"Hapalogaster sp.","",1984
69316,"Hapalogaster grebnitzkii","soft crab",1984
69317,"Rhinolithodes wosnessenskii","rhinoceros crab",1984
69321,"Paralithodes sp.","",1984
69322,"Paralithodes camtschaticus","red king crab",1997
69323,"Paralithodes platypus","blue king crab",1984
66770,"Pasiphaea pacifica","Pacific glass shrimp",1997
66772,"Pasiphaea tarda","crimson pasiphaeid",1984
66815,"Notostomus japonicus","spinyridge shrimp",1989
66839,"Hymenodora sp.","",1984
66840,"Hymenodora frontalis","Pacific ambereye",1984
66860,"Acanthephyra sp.","",1984
83080,"Astrochele laevis","",1999
91064,"Axinella blanca","firm finger sponge",1999
436,"Bathyraja interrupta egg case","",2000
43050,"Oceanactis diomedeae","grape anemone",1999
10111,"Atheresthes sp.","",2000
21847,"Stomiidae","barbeled dragonfish",2000
91057,"Stelodoryx oxeata","scapula sponge",2002
22222,"Careproctus bowersianus","Bowers Bank snailfish",2000
22223,"Careproctus simus","proboscis snailfish",2000
22231,"Paraliparis ulochir","broadfin snailfish",2000
83480,"Ophiomusium lymani","",2002
22245,"Careproctus lycopersicus","tomato snailfish",2000
22251,"Careproctus ostentum","microdisk snailfish",2000
22920,"Gigantactis vanhoeffeni","whipnose",2000
64010,"Neognathophausia sp.","",2000
66174,"Eualus fabricii","Arctic eualid",2000
71883,"Neptunea insularis","",2000
72765,"Buccinum sp. A (McLean and Clark)","Katherine whelk",2000
79406,"Cranchiidae","",2000
80190,"Tarsaster alaskanus","",2000
81361,"Diplopteraster sp.","",2000
85220,"Psolus squamatus","whitescaled sea cucumber",2000
78300,"Bolitaenidae","",2001
83075,"Asteronyx longifissus","",2001
42020,"Anthoptilum grandiflorum","",2001
22450,"Borostomias panamensis","",2001
82685,"Brissopsis pacifica","",2001
81875,"Dipsacaster eximus","",2001
21150,"Gigantactis sp.","",2001
78352,"Graneledone boreopacifica","",2001
70113,"Lepidozona sp.","",2001
22750,"Linophrynidae","",2001
20915,"Melanonus zugmayeri","arrowtail",2001
69552,"Munidopsis sp.","",2001
78404,"Octopus rubescens","",2001
83407,"Ophiomusium jolliensis","",2001
43201,"","pink hormathiid anemone",2001
22810,"Polyacanthonotus challengeri","",2001
40028,"Aglaophenia sp.","",2001
82680,"Spatangus californicus","",2001
83090,"Astrochele sp.","",2001
74109,"Chlamys erythocomata","",2001
44042,"Errinopora undulata","undulate-fan hydrocoral",2001
97120,"Hemithiris psittacea","black brachiopod",2001
80549,"Henricia multispina","spiny Henricia",2001
80632,"Hippasteria armata","",2001
80631,"Hippasteria kurilensis","",2001
80633,"Hippasteria aleutica","Aleutian spiny star",2001
91090,"","orange papillate sponge",2001
81295,"Peribolaster biserialis","",2001
81321,"Pteraster marssipus","",2001
81313,"Pteraster sp. A (Clark 1999)","",2001
81311,"Pteraster sp. cf. temnochiton (Clark 1999)","",2001
44037,"Stylaster campylecus","",2001
44039,"Stylaster moseleyana","",2001
71766,"Volutopsius pallidus","",2001
43225,"Zoanthus sp.","",2001
22263,"Prognatholiparis ptychomandibularis","wrinkle-jaw snailfish",2001
40012,"Bonneviella sp. A (Clark 2006)","champagne flute hydroid",2001
44011,"Javania cailleti","slender trumpet coral",2001
72791,"Arctomelon borealis","",2001
74103,"Chlamys albida","white scallop",2001
80551,"Odontohenricia sp.","",2001
81067,"Solaster sp. A (Clark 1997)","",2001
82757,"Retiometra alascana","Alaskan crinoid",2001
83402,"Ophioscolex sp.","",2001
83411,"Ophiolebes sp.","",2001
91059,"Semisuberites cribrosa","cat-o-nine-tails sponge",2001
21338,"Malacocottus aleuticus","whitetail sculpin",2001
43045,"Zoanthidae sp. A","hot dog zoanthid",2001
65206,"Balanus nubilus","",2001
68011,"Cancer branneri","furrowed rock crab",2001
69011,"Discorsopagurus schmitti","",2001
70126,"Mopalia swanii","",2001
71013,"Hermissenda crassicornis","thick-horned aeolid",2001
71015,"Cadlina luteomarginata","yellow-edged Cadlina",2001
71055,"Archidoris montereyensis","Monterey dorid",2001
71351,"Puncturella rothi","",2001
71741,"Japelion sp.","",2001
85167,"Eupentacta quinquesemita","",2001
