"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED"
91237,"Stelodoryx alaskensis","Alaskan lobed sponge",2007
74323,"Panomya ampla","ample roughmya",2008
74658,"Cyclocardia sp. cf. borealis (Clark 2006)","northern carditid",2008
75420,"Lucinoma annulatum","ringed lucine",2008
79511,"Histioteuthis dofleini","",2008
80556,"Odontohenricia sp. E (Clark 2006)","giant toothed Henricia",2008
80598,"Henricia dyscrita","short-spined Henricia",2008
80603,"Gephyreaster sp.","",2008
81365,"Hymenaster sp.","pancake star",2008
82003,"Brisingidae","brisingid sea star",2008
83022,"Gorgonocephalus sp.","",2008
91035,"Heterochone calyx","goblet sponge",2008
91041,"Mycale sp. A (Clark 2006)","red mycale",2008
91109,"Amphilectus lobatus","cotton ball sponge",2008
91112,"Weberella bursa","pale mammilated sponge",2008
91120,"Vulcanella sp. 1","fuzzy cratered sponge",2008
91127,"Craniella villosa","tennis ball sponge",2008
91201,"Sycon compactum","hairy urn sponge",2008
91211,"Stylocordyla borealis","slender stalked sponge",2008
91220,"Tedania dirhaphis","rough bread crumb sponge",2008
91227,"Latrunculia sp. B (Clark 2006)","smooth green sponge",2008
91238,"Echinoclathria sp. A (Clark 2006)","fuzzy tree sponge",2008
95037,"Alcyonidium sp. A","medusa bryozoan",2008
99984,"Craniella sp. B","knobby ball sponge",2008
41099,"Octocorallia","",2008
44004,"Caryophylliidae","cup corals",2008
28700,"Pseudopentaceros wheeleri","North Pacific pelagic armorhead",2008
66202,"Lebbeus acudactylus","false candy-stripe shrimp",2008
69320,"Paralithodes brevipes","Hanasaki king crab",2008
69551,"Munidopsis verrilli","Verrill pinch bug",2008
71596,"Lamellaria sp. F (McLean and Clark)","white lamellarid",2008
69553,"Munidopsis quadrata","long-armed pinch bug",2008
69555,"Gastroptychus iaspis","thorny pinch bug",2008
71702,"Sulcosinus sp. A (McLean and Clark)","Aleutian sulcated whelk",2008
72062,"Aforia kinkaidi","Kinkaid Aforia",2008
72067,"Boreoscala sp.","",2008
72773,"Buccinum costatum","costate whelk",2008
72786,"Buccinum rondinum","eroded whelk",2008
72821,"Clinopegma unicum","unique whelk",2008
73210,"Cerithiopsidae sp. A","horn shell",2008
22257,"Gyrinichthys minytremus","smallpore snailfish",2008
24115,"Bothrocara hollandi","Japan-sea eelpout",2008
24195,"Lycodes beringi","Bering eelpout",2008
40060,"Velella velella","by-the-wind sailor",2008
40515,"Chrysaora fuscescens","sea nettle",2008
43115,"Sicyonis sp. A (Clark 2006)","orange actinistolid",2008
44053,"Stylaster sp. B (Clark 2006)","thick lamellar hydrocoral",2008
44076,"Errinopora disticha","foliate hydrocoral",2008
44077,"Errinopora sp. B (Clark 2006)","pale-edged hydrocoral",2008
44078,"Errinopora sp. C (Clark 2006)","enigmatic hydrocoral",2008
44100,"Acanthogorgia sp.","",2008
57409,"Serpulidae","serpulid worm",2008
66005,"Eusergestes similis","Pacific sergestid",2008
21850,"Rhadinesthes decimus","slender snaggletooth",2008
78013,"Benthoctopus sibiricus","",2008
80561,"Henricia sp. E (Clark 2006)","slender pale Henricia",2007
91017,"Suberites sp. A (Clark 2006)","wax sponge",2007
91114,"Polymastia sp. C (Clark 2006)","red nipple sponge",2007
91125,"Tentorium semisuberites","two nipple sponge",2007
44084,"Isididae","bamboo coral unid.",2008
22212,"Liparis fabricii","gelatinous seasnail",2008
22265,"Liparis marmoratus","festive snailfish",2008
21351,"Triglops nybelini","bigeye sculpin",2008
24196,"Lycodes seminudus","longear eelpout",2008
91995,"Porifera erect","erect sponge morphotype",2010
91996,"Porifera encrusting","encrusting sponge morphotype",2010
91997,"Porifera ball","ball sponge morphotype",2010
91998,"Porifera tubular","tubular sponge morphotype",2010
91073,"Leucosolenia sp.","",2009
23622,"Scopelosaurus adleri","Adler waryfish",2009
24234,"Lycodapus leptus","slender eelpout",2009
22311,"Poromitra cristiceps","",2009
10141,"Hippoglossoides robustus (juvenile)","Bering flounder (juvenile)",2010
70871,"Neptunea gyroscopoides","",2010
43113,"Actinostola groenlandica","",2009
71548,"Amphissa versicolor","variegate Amphissa",2009
70049,"Aplacophora","",2009
71104,"Cadlina sp.","cadlina nudibranchs",2009
66177,"Eualus pusiolus","doll eualid",2009
66305,"Heptacarpus tenuissimus","slender coastal shrimp",2009
95103,"Heteropora sp.","",2009
82690,"Marginoproctus sp.","",2009
66533,"Metacrangon sp.","",2009
83409,"Ophiomusium sp.","",2009
75223,"Pandora filosa","threaded Pandora",2009
71358,"Puncturella longifissa","long-slot Puncturella",2009
65208,"Semibalanus cariosus","thatched barnacle",2009
66168,"Spirontocaris ochotensis","oval blade shrimp",2009
71798,"Volutharpa ampullacea","paper whelk",2009
72787,"Volutomitra sp.","",2009
72025,"Rectiplanes sp.","",2009
74987,"Nemocardium centifilosum","hundred-line cockle",2009
20916,"Bassozetus zenkevitchi","pelagic assfish",2013
98323,"Ciona savignyi","",2009
21328,"Artediellus camchaticus","Kamchatka hookear sculpin",2010
21821,"Argyropelecus sladeni","silvery hatchetfish",2010
69559,"Polycheles sp.","",2010
22626,"Nannobrachium sp.","",2009
22627,"Nannobrachium nigrum","black lanternfish",2009
22401,"Flagellostomias boureei","",2009
24116,"Bothrocara brunneum (juvenile)","twoline eelpout (juvenile)",2010
71590,"Onchidiopsis sp.","",2010
45010,"Beroe abyssicola","",2010
80539,"Henricia derjugini","",2010
80647,"Hippasteria pedicellaris","",2010
71052,"Archidorididae","archidorid nudibranchs",2011
95102,"Microporina sp.","",2011
99991,"","empty barnacle shells",2011
71008,"","nudibranch egg",2011
79443,"Belonella borealis","",2011
72766,"Buccinum ectomycina","",2013
71801,"Neptunea ventricosa egg","fat whelk egg",2013
43008,"Ptychodactis patula","",2013
60109,"Anonyx nugax","riddick amphipod",2013
71027,"Calycidoris guentheri","",2013
91249,"Cladorhizidae","",2015
44102,"Plumarella echinata","",2015
95004,"Leieschara sp.","",2015
41590,"Alaskagorgia sp.","",2015
91252,"Asbestopluma ramosa","",2015
60149,"Lysianassidae","lysiannassid amphipods",2015
69072,"Pagurus granosimanus","grainyhand hermit",2016
69073,"Pagurus hemphilli","maroon hermit",2016
69074,"Pagurus hirsutiusculus","true hairy hermit",2016
69075,"Pagurus samuelis","bluehand hermit",2016
22321,"Scopeloberyx robustus","longjaw bigscale",2016
44101,"Plumarella aleutiana","Aleutian Plumarella",2016
42014,"Umbellula lindahli","",2016
81074,"Solasteridae","solasterid sea star unid.",2016
21009,"Chauliodus sp.","",2017
91272,"Haliclona primitiva","",2017
91271,"Cladocroce infundibulum","",2017
44070,"Thouarella trilineata","",2017
91115,"Phorbas sp.","",2017
66195,"Spirontocaris holmesi","slender bladed shrimp",2017
73211,"Cerithiopsidae","",2017
79513,"Stigmatoteuthis dofleini","",2010
71597,"Onchidiopsis carnea","",2013
72736,"Buccinum normale","",2013
72737,"Buccinum obsoletum","",2013
91014,"Haliclona sp.","",2013
60146,"Themisto libellula","",2013
71713,"Colus capponius","",2013
91266,"Artemisina sp.","",2015
71110,"Flabellina sp.","",2012
71111,"Flabellina trophina","red flabellina",2012
81101,"Heterozonias sp.","",2012
68521,"Chorilia sp.","",2012
71210,"Dironidae","dironid nudibranchs",2012
66810,"Oplophoridae","oplophorid shrimps",2012
66206,"Lebbeus washingtonianus","slope lebbeid",2012
71290,"Pleurobranchidae","pleurobranchid sea slugs",2012
91019,"Suberites montalbidus","stinky sponge",2014
91225,"Latrunculia sp.","",2015
66606,"Rhynocrangon sp.","",2015
91228,"Hymeniacidon assimilis","",2015
44103,"Plumarella hapala","",2002
91268,"Artemisina amlia","",2015
91269,"Artemisina stipitata","stipitata",2015
91270,"Cladocroce ventilabrum","",2015
42002,"Stylatula elongata","",2015
71031,"Onchidorididae","onchidoridid nudibranchs",2015
60104,"Eusirus sp.","",2015
44009,"Flabellidae","flabellid trumpet corals",2015
42018,"Pennatulidae","pennatulid sea pens",2015
85203,"Cucumariidae","cucumarid sea cucumbers",2015
60147,"Themisto sp.","",2015
83661,"Amphiura diomedeae","",2015
81908,"Cheiraster sp.","",2015
54015,"Amblyosyllis sp.","",2015
22221,"Careproctus curilanus","Kuril snailfish",2005
91262,"Halichondria sitiens","",2015
98312,"Aplidium sp.","",2015
95007,"Myriapora sp.","",2016
71803,"Neptunea meridionalis","",2016
69071,"Pagurus caurinus","greenmark hermit",2016
85261,"Thyonidium kurilensis","furry sea cucumber",2016
91273,"Haliclona bucina","Drumm et al.",2017
44116,"Acanthogorgiidae","",2017
91274,"Biemna sp.","",2018
71740,"Japelion aleutica","",1995
71503,"Gastropteron pacifica","",2006
74511,"Lyonsia sp.","",2006
98102,"Boltenia ecinata","",2013
81073,"Solaster arcticus","",2013
95039,"Alcyonidium disciforme","disc bryozoan",2013
60102,"Ampelisca sp.","",2014
63102,"Diastylis dalli","",2014
60132,"Melita sp.","",2014
60114,"Stegocephalus ampulla","",2014
66169,"Spirontocaris intermedia","",2014
71112,"Flabellinidae","",2014
22285,"Paraliparis albeolus","white snailfish",2014
71598,"Onchidiopsis maculata","",2014
21362,"Artedius fenestralis","padded sculpin",2014
22286,"Paraliparis mento","",2014
66517,"Crangon franciscorum","California bay shrimp",2014
41519,"Primnoidae","primnoid coral unid.",2014
66159,"Spirontocaris murdochi","Murdoch blade shrimp",2014
64101,"Neomysis awatschensis","",2014
10263,"Lepidopsetta polyxystra (juvenile)","northern rock sole (juvenile)",2014
20203,"Ammodytes hexapterus","Arctic sand lance",2015
20204,"Ammodytes personatus","Pacific sand lance",2015
44065,"Isidella tentaculum","",2015
40520,"Aurelia limbata","brown rimmed jelly",2015
40519,"Staurostoma mertensii","whitecross jelly",2015
44049,"Stylaster parageus","",2015
44120,"Errinopora fisheri","",2015
44121,"Errinopora dichotoma","",2015
44122,"Stylaster crassiseptum","",2015
44051,"Stylaster trachystomus","",2015
41106,"Cavernularia vansyoci","Bob mushroom coral",2015
91087,"Leucandra tuba","",2015
91217,"Plakina atka","red convoluted sponge",2015
99988,"Craniella arb","",2015
91264,"Haliclona sp. 2 (Stone et al., 2011)","",2015
91265,"Haliclona digitata","",2015
91102,"Inflatella globosa","yellow ball sponge",2015
91267,"Artemisina arcigera","",2015
42009,"Halipteris sp. A (Stone 2015)","maroon sea whip",2015
91261,"Monanchora alaskensis","",2015
41573,"Calcigorgia beringi","Bering red sea fan",2006
95051,"Porella sp.","",2015
91221,"Tedania sp.","",2015
91722,"Farrea occa","",2015
91704,"Geodinella sp.","",2015
98208,"Pyura sp.","",2015
91231,"Axinella rugosa","",2015
41531,"Chrysopathes sp.","",2016
91263,"Monanchora laminachela","",2016
22227,"Careproctus nelsoni","saddleback snailfish",2017
22259,"Careproctus sp. F","two-tone snailfish",2017
91094,"Mycale tylota","slimy kelp sponge",2009
91099,"Cladocroce kiska","",2017
91103,"Acanthascus sp. A","angel-hair vase sponge",2017
91104,"Acanthascus sp. B","thin-lipped vase sponge",2017
80557,"Aleutihenricia federi","",2017
30185,"Sebastes diaconus","deacon rockfish",2017
30255,"Sebastes glaucus","gray rockfish",2017
71292,"Pleurobrachia bachei","sea gooseberry",2018
478,"Bathyraja panthera egg case","leopard skate egg case",2010
484,"Bathyraja mariposa egg case","butterfly skate egg case",2010
81841,"Cladaster sp.","",2010
43051,"Oceanactis sp.","",2010
91097,"Leucandra sp.","",2010
98210,"Distaplia sp.","",2010
98340,"Polyclinum planum","",2010
40013,"Bonneviella sp.","",2010
10116,"Reinhardtius hippoglossoides (juvenile)","Greenland turbot (juvenile)",2011
71005,"Neptunea borealis egg","",2012
71006,"Neptunea heros egg","",2012
43081,"Cribrinopsis sp.","",2012
95041,"Alcyonidium enteromorpha","noodle bryozoan",2013
41220,"Gersemia fruticosa","",2013
50220,"Travisia sp.","",2013
57001,"Myxicola infundibulum","slime worm",2013
58000,"Pectinaria sp.","",2013
60108,"Stegocephalus sp.","",2013
60111,"Rhachotropis sp.","",2013
60112,"Rhachotropis aculeata","",2013
60115,"Arctolembos arcticus","",2013
60118,"Nototropis sp.","",2013
60131,"Quasimelita formosa","",2013
62022,"Synidotea bicuspida","",2013
63501,"Thysanoessa sp.","",2013
66306,"Heptacarpus camtschaticus","northern coastal shrimp",2013
70150,"Stenosemus albus","northern white chiton",2013
71007,"Cephalaspidea","bubbleshells unid.",2013
71512,"Natica russa egg","",2013
66605,"Sabinea septemcarinata","",2013
71714,"Colus acosmius","",2013
71720,"Colus sabini","",2013
71754,"Pyrulofusus deformis egg","warped whelk egg",2013
71758,"Volutopsius fragilis egg","fragile whelk egg",2013
71902,"Plicifusus johanseni","",2006
72106,"Oenopota elegans","",2013
72182,"Obesotoma tenuilirata","",2013
72183,"Curtitoma decussata","",2013
72372,"Neoiphinoe echinata","",2013
72527,"Lacuna crassior","thick Lacuna",2013
74565,"Musculus glacialis","corrugate mussel",2013
75220,"Pandora glacialis","glacial Pandora",2013
81322,"Pteraster octaster","",2013
83348,"Ophiacantha bidentata","",2013
85013,"Ocnus glacialis","",2013
85085,"Myriotrochus rinkii","",2013
92510,"Tubulanus sp.","",2013
92900,"Maldanidae","bamboo worm unid.",2013
93102,"Priapulus caudatus","",2013
94001,"Golfingia margaritacea","",2013
95016,"Bugula sp.","",2013
95104,"Heteropora alaskensis","",2013
98079,"Pelonaia corrugata","",2013
98319,"Trididemnum sp.","",2013
40061,"Neoturris breviconis","blob-top jelly",2013
79255,"Gonatopsis sp. A (Jorgensen)","",2013
66162,"Spirontocaris prionota","deep-bladed shrimp",2013
95031,"Carbasea sp.","",2013
58500,"Brada sp.","",2013
58505,"Brada sp. A","rough brada",2013
58507,"Brada sp. C","slimy brada",2013
58506,"Brada sp. B","smooth brada",2013
58508,"Brada inhabilis","",2013
58509,"Brada villosa","",2013
94502,"Hamingia arctica","",2013
83313,"Ophiura maculata","",2013
60150,"Ampelisca macrocephala","",2013
98332,"Chelyosoma macleayanum","",2013
95032,"Tegella magnipora","",2013
69319,"Phyllolithodes sp.","",2014
20570,"Argentiformes","marine smelts",2014
71051,"Cuthona concinna","",2014
41581,"Paragorgiidae","",2015
83064,"Asteroschema sp.","",2015
24197,"Lycodes reticulatus","Arctic eelpout",2015
91239,"Echinoclathria sp.","",2015
41526,"Antipathes sp.","",2015
91241,"Halichondria oblonga","ginseng sponge",2015
91098,"Myxilla pedunculata","",2015
91720,"Farrea sp.","",2015
10209,"Limanda aspera (juvenile)","yellowfin sole (juvenile)",2016
91224,"Latrunculia velera","",2017
91037,"Rhabdocalyptus mirabilis","",2017
91256,"Isodictya sp.","",2017
44111,"Plumarella robusta","",2017
83391,"Ophiopholis japonica","",2017
83392,"Ophiopholis kennerleyi","",2017
10121,"Hippoglossus stenolepis (juvenile)","Pacific halibut (juvenile)",2017
91128,"Ancorina buldira","",2018
91106,"Leucilla nuttingi","",2018
85166,"Eupentacta sp.","",2018
74075,"Mytilus trossulus","foolish mussel",2018
21404,"Nautichthys sp.","",2019
