"SPECIES_CODE","KINGDOM_TAXON","SUBKINGDOM_TAXON","PHYLUM_TAXON","SUBPHYLUM_TAXON","SUPERCLASS_TAXON","CLASS_TAXON","SUBCLASS_TAXON","INFRACLASS_TAXON","DIVISION_TAXON","SUBDIVISION_TAXON","SUPERORDER_TAXON","ORDER_TAXON","SUBORDER_TAXON","INFRAORDER_TAXON","SUPERFAMILY_TAXON","FAMILY_TAXON","SUBFAMILY_TAXON","TRIBE_TAXON","SUBTRIBE_TAXON","GENUS_TAXON","SUBGENUS_TAXON","SECTION_TAXON","SUBSECTION_TAXON","SPECIES_TAXON","SUBSPECIES_TAXON","REPORT_NAME_SCIENTIFIC"
85224,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Dendrochirotacea","","","","","Dendrochirotida","","","","Psolidae","","","","Psolidium","","","","bullatum","","Psolidium bullatum"
85260,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Dendrochirotacea","","","","","Dendrochirotida","","","","Cucumariidae","","","","Thyonidium","","","","","","Thyonidium sp."
85261,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Dendrochirotacea","","","","","Dendrochirotida","","","","Cucumariidae","","","","Thyonidium","","","","kurilensis","","Thyonidium kurilensis"
85269,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Aspidochirotacea","","","","","Elasipodida","","","","Laetmogonidae","","","","Pannychia","","","","","","Pannychia sp."
85270,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Aspidochirotacea","","","","","Elasipodida","","","","Laetmogonidae","","","","Pannychia","","","","moseleyi","","Pannychia moseleyi"
85287,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Aspidochirotacea","","","","","Aspidochirotida","","","","Synallactidae","","","","Synallactes","","","","sp. A (Clark 2006)","","Synallactes sp. A (Clark 2006)"
85289,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Aspidochirotacea","","","","","Aspidochirotida","","","","Synallactidae","","","","Synallactes","","","","","","Synallactes sp."
85290,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Aspidochirotacea","","","","","Aspidochirotida","","","","Synallactidae","","","","Synallactes","","","","challengeri","","Synallactes challengeri"
85310,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","","","","","","","","","","","","","","Paelopatides","","","","confundens","","Paelopatides confundens"
85410,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Aspidochirotacea","","","","","Elasipodida","","","","Elpidiidae","","","","Scotoplanes","","","","theeli","","Scotoplanes theeli"
85411,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Holothuroidea","Aspidochirotacea","","","","","Elasipodida","","","","Elpidiidae","","","","Scotoplanes","","","","","","Scotoplanes sp."
91000,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91002,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91005,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91010,"Animalia","","Porifera","","","Demospongiae","","","","","","","","","","","","","","","","","","","","Demospongiae unid."
91014,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Haliclona","","","","","","Haliclona sp."
91015,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Suberitidae","","","","Suberites","","","","","","Suberites sp."
91016,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Suberitidae","","","","Suberites","","","","ficus","","Suberites ficus"
91017,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Suberitidae","","","","Suberites","","","","sp. A (Clark, 2006)","","Suberites sp. A (Clark, 2006)"
91018,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Suberitidae","","","","Pseudosuberites","","","","montiniger","","Pseudosuberites montiniger"
91019,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Suberitidae","","","","Suberites","","","","montalbidus","","Suberites montalbidus"
91020,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Suberitidae","","","","Suberites","","","","domuncula","","Suberites domuncula"
91030,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Hexactinosida","","","","Aphrocallistidae","","","","Aphrocallistes","","","","vastus","","Aphrocallistes vastus"
91035,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Hexactinosida","","","","Aphrocallistidae","","","","Heterochone","","","","calyx","","Heterochone calyx"
91036,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Hexactinosida","","","","Aphrocallistidae","","","","Heterochone","","","","tenera","","Heterochone tenera"
91037,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Lyssacinosida","","","","Rossellidae","Rossellinae","","","Rhabdocalyptus","","","","mirabilis","","Rhabdocalyptus mirabilis"
91038,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Axinellidae","","","","Phakellia","","","","","","Phakellia sp."
91039,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Mycalidae","","","","Mycale","","","","","","Mycale sp."
91040,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Mycalidae","","","","Mycale","","","","loveni","","Mycale loveni"
91041,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Mycalidae","","","","Mycale","","","","sp. A (Clark, 2006)","","Mycale sp. A (Clark, 2006)"
91042,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Mycalidae","","","","Mycale","","","","adhaerens","","Mycale adhaerens"
91044,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Geodiidae","","","","","","","","","","Geodiidae unid."
91046,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Geodiidae","","","","Geodia","","","","mesotriaena","","Geodia mesotriaena"
91047,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Geodiidae","","","","Geodia","","","","","","Geodia sp."
91048,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Lyssacinosida","","","","Rossellidae","Rossellinae","","","Acanthascus","","","","","","Acanthascus sp."
91049,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Halichondriidae","","","","Halichondria","","","","","","Halichondria sp."
91050,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Halichondriidae","","","","Halichondria","","","","panicea","","Halichondria panicea"
91051,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91052,"Animalia","","Porifera","","","Calcarea","Calcaronea","","","","","Leucosolenida","","","","Grantiidae","","","","Leucandra","","","","heathi","","Leucandra heathi"
91053,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Lyssacinosida","","","","Rossellidae","Rossellinae","","","Rhabdocalyptus","","","","","","Rhabdocalyptus sp."
91054,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Mycalidae","","","","Mycale","","","","bellabellensis","","Mycale bellabellensis"
91055,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91056,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91057,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Myxillidae","","","","Stelodoryx","","","","oxeata","","Stelodoryx oxeata"
91059,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Esperiopsidae","","","","Semisuberites","","","","cribrosa","","Semisuberites cribrosa"
91060,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Myxillidae","","","","Myxilla","","","","parasitica","","Myxilla parasitica"
91061,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Myxillidae","","","","Myxilla","","","","lacunosa","","Myxilla lacunosa"
91062,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","","","","Crellidae","","","","Crella","","","","brunnea","","Crella brunnea"
91063,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","","Echinoclathria","","","","beringensis","","Echinoclathria beringensis"
91064,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Axinellidae","","","","Axinella","","","","blanca","","Axinella blanca"
91065,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Pachastrellidae","","","","sp. 1","","","","","","sp. 1 sp."
91066,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Coelosphaeridae","","","","Histodermella","","","","kagigunensis","","Histodermella kagigunensis"
91067,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Tedaniidae","","","","Tedania","","","","kagalaskai","","Tedania kagalaskai"
91068,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Crambeidae","","","","Monanchora","","","","pulchra","","Monanchora pulchra"
91069,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Tethyidae","","","","Tethya","","","","","","Tethya sp."
91070,"Animalia","","Porifera","","","Hexactinellida","Amphidiscophora","","","","","Amphidiscosida","","","","Hyalonematidae","","","","Hyalonema","","","","","","Hyalonema sp."
91071,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91072,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91073,"Animalia","","Porifera","","","Calcarea","Calcaronea","","","","","Leucosolenida","","","","Leucosoleniidae","","","","Leucosolenia","","","","","","Leucosolenia sp."
91074,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Polymastia","","","","","","Polymastia sp."
91075,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Polymastia","","","","pacifica","","Polymastia pacifica"
91076,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91077,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91078,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Polymastia","","","","pachymastia","","Polymastia pachymastia"
91079,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91080,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91081,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91082,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Polymastia","","","","sp. B (Clark, 2006)","","Polymastia sp. B (Clark, 2006)"
91083,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91084,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91085,"Animalia","","Porifera","","","Calcarea","Calcaronea","","","","","Leucosolenida","","","","Grantiidae","","","","Leucandra","","","","sp. A (Clark, 2006)","","Leucandra sp. A (Clark, 2006)"
91086,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Mycalidae","","","","Mycale","","","","carlilei","","Mycale carlilei"
91087,"Animalia","","Porifera","","","Calcarea","Calcaronea","","","","","Leucosolenida","","","","Grantiidae","","","","Leucandra","","","","tuba","","Leucandra tuba"
91088,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Isodictyidae","","","","Isodictya","","","","rigida","","Isodictya rigida"
91089,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Cladocroce","","","","attu","","Cladocroce attu"
91090,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91091,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Isodictyidae","","","","Neoesperiopsis","","","","","","Neoesperiopsis sp."
91092,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Esperiopsidae","","","","Esperiopsis","","","","flagrum","","Esperiopsis flagrum"
91093,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Esperiopsidae","","","","Amphilectus","","","","digitatus","","Amphilectus digitatus"
91094,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Mycalidae","","","","Mycale","","","","tylota","","Mycale tylota"
91096,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91097,"Animalia","","Porifera","","","Calcarea","Calcaronea","","","","","Leucosolenida","","","","Grantiidae","","","","Leucandra","","","","","","Leucandra sp."
91098,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Myxillidae","","","","Myxilla","","","","pedunculata","","Myxilla pedunculata"
91099,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Cladocroce","","","","kiska","","Cladocroce kiska"
91100,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Geodiidae","","","","Geodia","","","","starki","","Geodia starki"
91101,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Hymedesmiidae","","","","Phorbas","","","","paucistylifer","","Phorbas paucistylifer"
91102,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Coelosphaeridae","","","","Inflatella","","","","globosa","","Inflatella globosa"
91103,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Lyssacinosida","","","","Rossellidae","Rossellinae","","","Acanthascus","","","","sp. A","","Acanthascus sp. A"
91104,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Lyssacinosida","","","","Rossellidae","Rossellinae","","","Acanthascus","","","","sp. B","","Acanthascus sp. B"
91105,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Ancorinidae","","","","Stelletta","","","","","","Stelletta sp."
91106,"Animalia","","Porifera","","","Calcarea","Calcaronea","","","","","Leucosolenida","","","","Amphoriscidae","","","","Leucilla","","","","nuttingi","","Leucilla nuttingi"
91109,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Esperiopsidae","","","","Amphilectus","","","","lobatus","","Amphilectus lobatus"
91110,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Polymastia","","","","fluegeli","","Polymastia fluegeli"
91111,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Polymastia","","","","robusta","","Polymastia robusta"
91112,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Weberella","","","","bursa","","Weberella bursa"
91113,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Polymastia","","","","sp. A (Clark, 2006)","","Polymastia sp. A (Clark, 2006)"
91114,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Polymastia","","","","sp. C (Clark, 2006)","","Polymastia sp. C (Clark, 2006)"
91115,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Hymedesmiidae","","","","Phorbas","","","","","","Phorbas sp."
91120,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Pachastrellidae","","","","Vulcanella","","","","sp. 1","","Vulcanella sp. 1"
91121,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Pachastrellidae","","","","Vulcanella","","","","","","Vulcanella sp."
91125,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Polymastiidae","","","","Tentorium","","","","semisuberites","","Tentorium semisuberites"
91127,"Animalia","","Porifera","","","Demospongiae","","","","","","Spirophorida","","","","Tetillidae","","","","Craniella","","","","villosa","","Craniella villosa"
91128,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Ancorinidae","","","","Ancorina","","","","buldira","","Ancorina buldira"
91201,"Animalia","","Porifera","","","Calcarea","Calcaronea","","","","","Leucosolenida","","","","Sycettidae","","","","Scypha","","","","compactum","","Scypha compactum"
91210,"Animalia","","Porifera","","","Demospongiae","","","","","","Homosclerophorida","","","","Plakinidae","","","","Oscarella","","","","lobularis","","Oscarella lobularis"
91211,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Stylocordylidae","","","","Stylocordyla","","","","borealis","","Stylocordyla borealis"
91212,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Stylocordylidae","","","","Stylocordyla","","","","eous","","Stylocordyla eous"
91213,"Animalia","","Porifera","","","Demospongiae","","","","","","Hadromerida","","","","Stylocordylidae","","","","Stylocordyla","","","","","","Stylocordyla sp."
91215,"Animalia","","Porifera","","","Demospongiae","","","","","","Homosclerophorida","","","","Plakinidae","","","","Plakina","","","","tanaga","","Plakina tanaga"
91217,"Animalia","","Porifera","","","Demospongiae","","","","","","Homosclerophorida","","","","Plakinidae","","","","Plakina","","","","atka","","Plakina atka"
91220,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Tedaniidae","","","","Tedania","","","","dirhaphis","","Tedania dirhaphis"
91221,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Tedaniidae","","","","Tedania","","","","","","Tedania sp."
91224,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Latrunculina","","","Latrunculiidae","","","","Latrunculia","","","","velera","","Latrunculia velera"
91225,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Latrunculina","","","Latrunculiidae","","","","Latrunculia","","","","","","Latrunculia sp."
91226,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Latrunculina","","","Latrunculiidae","","","","Latrunculia","","","","oparinae","","Latrunculia oparinae"
91227,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Latrunculina","","","Latrunculiidae","","","","Latrunculia","","","","sp. B (Clark, 2006)","","Latrunculia sp. B (Clark, 2006)"
91228,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Halichondriidae","","","","Hymeniacidon","","","","assimilis","","Hymeniacidon assimilis"
91230,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Axinellidae","","","","Axinella","","","","","","Axinella sp."
91231,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Axinellidae","","","","Axinella","","","","rugosa","","Axinella rugosa"
91237,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Myxillidae","","","","Stelodoryx","","","","alaskensis","","Stelodoryx alaskensis"
91238,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","","Echinoclathria","","","","sp. A (Clark, 2006)","","Echinoclathria sp. A (Clark, 2006)"
91239,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","","Echinoclathria","","","","","","Echinoclathria sp."
91241,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Halichondriidae","","","","Halichondria","","","","oblonga","","Halichondria oblonga"
91249,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Cladorhizidae","","","","","","","","","","Cladorhizidae unid."
91250,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Cladorhizidae","","","","Chondrocladia","","","","gigantea","","Chondrocladia gigantea"
91251,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Cladorhizidae","","","","Asbestopluma","","","","sp. A (Clark, 2006)","","Asbestopluma sp. A (Clark, 2006)"
91252,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Cladorhizidae","","","","Asbestopluma","","","","ramosa","","Asbestopluma ramosa"
91255,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Microcionina","","","Acarnidae","","","","Cornulum","","","","clathriata","","Cornulum clathriata"
91256,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Isodictyidae","","","","Isodictya","","","","","","Isodictya sp."
91257,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Isodictyidae","","","","Isodictya","","","","palmata","","Isodictya palmata"
91260,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Cladorhizidae","","","","Chondrocladia","","","","concrescens","","Chondrocladia concrescens"
91261,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Crambeidae","","","","Monanchora","","","","alaskensis","","Monanchora alaskensis"
91262,"Animalia","","Porifera","","","Demospongiae","","","","","","Halichondrida","","","","Halichondriidae","","","","Halichondria","","","","sitiens","","Halichondria sitiens"
91263,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Myxillina","","","Crambeidae","","","","Monanchora","","","","laminachela","","Monanchora laminachela"
91264,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Haliclona","","","","sp. 2 (Stone et al., 2011)","","Haliclona sp. 2 (Stone et al., 2011)"
91265,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Haliclona","","","","digitata","","Haliclona digitata"
91266,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","","Artemisina","","","","","","Artemisina sp."
91267,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","","Artemisina","","","","arcigera","","Artemisina arcigera"
91268,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","","Artemisina","","","","amlia","","Artemisina amlia"
91269,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","","Artemisina","","","","stipitata","","Artemisina stipitata"
91270,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Cladocroce","","","","ventilabrum","","Cladocroce ventilabrum"
91271,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Cladocroce","","","","infundibulum","","Cladocroce infundibulum"
91272,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Haliclona","","","","primitiva","","Haliclona primitiva"
91273,"Animalia","","Porifera","","","Demospongiae","","","","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","Haliclona","","","","bucina","","Haliclona bucina"
91274,"Animalia","","Porifera","","","Demospongiae","","","","","","Poecilosclerida","Mycalina","","","Desmacellidae","","","","Biemna","","","","","","Biemna sp."
91700,"Animalia","","Porifera","","","Hexactinellida","","","","","","","","","","","","","","","","","","","","Hexactinellida unid."
91701,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Lyssacinosida","","","","Rossellidae","Rossellinae","","","Staurocalyptus","","","","","","Staurocalyptus sp."
91704,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Geodiidae","","","","Geodinella","","","","","","Geodinella sp."
91705,"Animalia","","Porifera","","","Demospongiae","","","","","","Astrophorida","","","","Geodiidae","","","","Geodinella","","","","lendenfeldi","","Geodinella lendenfeldi"
91710,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Lyssacinosida","","","","Rossellidae","Rossellinae","","","Aulosaccus","","","","schulzei","","Aulosaccus schulzei"
91720,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Hexactinosida","","","","Farreidae","","","","Farrea","","","","","","Farrea sp."
91721,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Hexactinosida","","","","Farreidae","","","","Farrea","","","","beringiana","","Farrea beringiana"
91722,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Hexactinosida","","","","Farreidae","","","","Farrea","","","","occa","","Farrea occa"
91725,"Animalia","","Porifera","","","Hexactinellida","Hexasterophora","","","","","Lyssacinosida","","","","Euplectellidae","Corbitellinae","","","Regadrella","","","","okinoseana","","Regadrella okinoseana"
91995,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91996,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91997,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
91998,"Animalia","","Porifera","","","","","","","","","","","","","","","","","","","","","","","Porifera unid."
92000,"Animalia","","Platyhelminthes","","","","","","","","","","","","","","","","","","","","","","","Platyhelminthes unid."
92021,"Animalia","","Platyhelminthes","","","Turbellaria","Archoophora","","","","","Polycladida","","","","","","","","","","","","","","Polycladida unid."
92400,"Animalia","","Platyhelminthes","","","Turbellaria","Archoophora","","","","","Acoela","","","","","","","","Acoelida","","","","","","Acoelida sp."
92500,"Animalia","","Nemertea","","","","","","","","","","","","","","","","","","","","","","","Nemertea unid."
92502,"Animalia","","Nemertea","","","Enopla","","","","","","Hoplonemertea","Monostilifera","","","Emplectonematidae","","","","Emplectonema","","","","","","Emplectonema sp."
92505,"Animalia","","Nemertea","","","Enopla","","","","","","Hoplonemertea","Monostilifera","","","Emplectonematidae","","","","Emplectonema","","","","","","Emplectonema sp."
92510,"Animalia","","Nemertea","","","Anopla","","","","","","Paleonemertea","","","","Tubulanidae","","","","Tubulanus","","","","","","Tubulanus sp."
92511,"Animalia","","Nemertea","","","Anopla","","","","","","Paleonemertea","","","","Tubulanidae","","","","Tubulanus","","","","polymorphus","","Tubulanus polymorphus"
92512,"Animalia","","Nemertea","","","Anopla","","","","","","Paleonemertea","","","","Tubulanidae","","","","Tubulanus","","","","sp. A (Clark, 2006)","","Tubulanus sp. A (Clark, 2006)"
82522,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Echinoidea","Euechinoidea","","","","Echinacea","Echinoida","","","","Strongylocentrotidae","","","","Strongylocentrotus","","","","polyacanthus","","Strongylocentrotus polyacanthus"
82525,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Echinoidea","Euechinoidea","","","","Echinacea","Echinoida","","","","Strongylocentrotidae","","","","Strongylocentrotus","","","","purpuratus","","Strongylocentrotus purpuratus"
82526,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Echinoidea","Euechinoidea","","","","Echinacea","Echinoida","","","","Strongylocentrotidae","","","","Strongylocentrotus","","","","pallidus","","Strongylocentrotus pallidus"
82527,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Echinoidea","Euechinoidea","","","","Echinacea","Echinoida","","","","Strongylocentrotidae","","","","Strongylocentrotus","","","","sp. A","","Strongylocentrotus sp. A"
82528,"Animalia","","Echinodermata","Eleutherozoa","Cryptosyringida","Echinoidea","Euechinoidea","","","","Echinacea","Echinoida","","","","Strongylocentrotidae","","","","Strongylocentrotus","","","","sp. B","","Strongylocentrotus sp. B"
